DP_1TF_30m_sess9: L_S_B	DP_1TF_30m_sess9: POI_Switch	DP_1TF_30m_sess9: NATR	DP_1TF_30m_sess9: Fract	DP_1TF_30m_sess9: Filter1_Switch	DP_1TF_30m_sess9: Filter1_N1	DP_1TF_30m_sess9: Filter1_N2	DP_1TF_30m_sess9: Tsegment	All: Robustness Index	All: Perfect Profit Correlation	All: Pessimistic Return On Capital	All: Expectancy Score	All: TS Index	All: Return on Account	All: Required Account Size	All: Max Contracts Held	All: ProfitFactor	All: Max Intraday Drawdown	All: Avg Bars in Loser	All: Avg Bars in Winner	All: Max Consecutive Losers	All: Max Consecutive Winners	All: Avg Trade	All: Win/Loss Ratio	All: Avg Losing Trade	All: Avg Winning Trade	All: Max Losing Trade	All: Max Winning Trade	All: Losing Trades	All: Winning Trades	All: % Profitable	All: Total Trades	All: Gross Loss	All: Gross Profit	All: Net Profit	Test
1	5	10	0.60	8	7	13	0	100.0769377	7973.9914735	0.0939118	5.2463418	136.8253012	204.2168675	4980.0000000	1	1.3620506	-4980.0000000	9	10	4	5	84.7500000	1.0571139	-540.1923218	571.0447998	-1750.0000000	2470.0000000	52	67	55.8333333	120	-28090.0000000	38260.0000000	10170.0000000	1068
1	2	55	2.40	21	18	17	3	-93.7812617	1053.1189334	0.0235539	1.0257807	13.1563707	45.3667954	5180.0000000	1	1.3420670	-5180.0000000	6	4	4	9	51.0869565	0.7404507	-429.3750000	317.9310303	-1540.0000000	1170.0000000	16	29	63.0434783	46	-6870.0000000	9220.0000000	2350.0000000	1065
2	4	5	1.05	14	6	17	3	10.0594583	2190.3458597	0.0170309	1.7068817	20.7007874	188.1889764	1270.0000000	1	2.0436681	-1270.0000000	4	6	4	3	113.8095238	1.8578802	-229.0000000	425.4545593	-580.0000000	1370.0000000	10	11	52.3809524	21	-2290.0000000	4680.0000000	2390.0000000	1064
1	1	45	1.65	29	15	6	1	455.2351292	2232.4257248	0.0276375	1.2459578	23.4903475	130.5019305	2590.0000000	1	1.4214464	-2590.0000000	11	10	4	4	102.4242424	1.1845386	-534.6666870	633.3333130	-1160.0000000	1610.0000000	15	18	54.5454545	33	-8020.0000000	11400.0000000	3380.0000000	1061
1	7	10	2.10	40	15	15	0	141.1996658	4665.0264780	0.0459189	3.7625313	86.3636364	227.2727273	2310.0000000	1	1.5520505	-2310.0000000	6	6	6	8	77.2058824	1.2253030	-317.0000000	388.4210510	-1470.0000000	2030.0000000	30	38	55.8823529	68	-9510.0000000	14760.0000000	5250.0000000	1059
2	8	25	0.75	19	10	7	3	165.1243493	1398.2703707	0.0160490	0.5117509	13.0000000	72.2222222	2520.0000000	1	1.5600000	-2520.0000000	6	4	4	4	60.6666667	0.9533333	-295.4545593	281.6666565	-1060.0000000	1420.0000000	11	18	60.0000000	30	-3250.0000000	5070.0000000	1820.0000000	1058
1	4	55	1.20	27	7	19	1	-208.8164072	-1213.8093088	0.0260122	1.1653091	12.2716049	87.6543210	4050.0000000	1	1.4592497	-4050.0000000	10	11	4	2	122.4137931	1.4592496	-552.1428833	805.7142944	-1750.0000000	1850.0000000	14	14	48.2758621	29	-7730.0000000	11280.0000000	3550.0000000	1056
2	6	25	2.10	5	1	7	3	-111.7341430	942.4263392	0.0099025	-0.9653643	8.0888889	115.5555556	1800.0000000	1	1.6117647	-1800.0000000	3	6	5	3	109.4736842	2.7630250	-283.3333435	782.8571167	-690.0000000	2790.0000000	12	7	36.8421053	19	-3400.0000000	5480.0000000	2080.0000000	1049
1	6	20	2.70	11	18	7	2	-660.6164059	588.5953476	0.0022260	7.9379562	2.0555556	102.7777778	720.0000000	1	38.0000000	-720.0000000	3	7	1	2	246.6666667	19.0000000	-20.0000000	380.0000000	-20.0000000	450.0000000	1	2	66.6666667	3	-20.0000000	760.0000000	740.0000000	1045
2	3	55	2.55	37	5	8	1	-37.1020143	-77.3337251	-0.0022898	-1.3853035	-1.6809339	-21.0116732	2570.0000000	1	0.8902439	-2570.0000000	11	10	3	3	-33.7500000	0.7789634	-702.8571167	547.5000000	-1680.0000000	1950.0000000	7	8	50.0000000	16	-4920.0000000	4380.0000000	-540.0000000	1044
3	5	20	1.35	6	6	6	1	96.4939428	9059.8478279	0.0910667	6.0650901	138.6241758	227.2527473	4550.0000000	1	1.3732852	-4550.0000000	10	10	8	6	86.1666667	1.3057466	-477.5862122	623.6065674	-1940.0000000	2470.0000000	58	61	50.8333333	120	-27700.0000000	38040.0000000	10340.0000000	1042
2	2	20	1.05	1	14	3	3	2304.0350877	-19.3297841	-0.0022055	-2.5950631	-1.0693069	-5.9405941	2020.0000000	1	0.9705882	-2020.0000000	3	2	8	4	-2.8571429	1.2941176	-170.0000000	220.0000000	-1060.0000000	1060.0000000	24	18	42.8571429	42	-4080.0000000	3960.0000000	-120.0000000	1035
2	3	5	2.40	3	14	16	2	-295.4326494	-100.1386561	-0.0101333	-1.6832848	-4.1190965	-24.2299795	4870.0000000	1	0.8704720	-4870.0000000	5	5	6	5	-32.7777778	0.9728804	-479.4736938	466.4705811	-1900.0000000	970.0000000	19	17	47.2222222	36	-9110.0000000	7930.0000000	-1180.0000000	1032
3	5	35	1.95	22	6	13	3	47.3269789	2194.2286905	0.0152363	0.1815215	12.2245989	135.8288770	1870.0000000	1	1.6684211	-1870.0000000	4	11	4	4	120.9523810	2.2245615	-316.6666565	704.4444580	-1470.0000000	2390.0000000	12	9	42.8571429	21	-3800.0000000	6340.0000000	2540.0000000	1030
1	5	60	0.90	21	6	7	1	544.3116563	2377.3896687	0.0390250	0.8914728	27.2045455	69.7552448	5720.0000000	1	1.2338804	-5720.0000000	11	10	5	8	59.5522388	0.8542249	-631.8518677	539.7435913	-2010.0000000	2470.0000000	27	39	58.2089552	67	-17060.0000000	21050.0000000	3990.0000000	1027
2	8	55	2.25	4	14	19	3	468.3878615	-207.3450218	-0.0141679	-2.0469104	-2.4666667	-30.8333333	4800.0000000	1	0.8325792	-4800.0000000	10	12	4	4	-77.8947368	1.1447964	-803.6363525	920.0000000	-2670.0000000	2790.0000000	11	8	42.1052632	19	-8840.0000000	7360.0000000	-1480.0000000	1026
3	2	60	2.10	22	6	20	0	-64.1456031	4008.7241241	0.0397972	2.0981188	25.1895262	119.9501247	4010.0000000	1	1.5332594	-4010.0000000	9	10	3	6	126.5789474	1.2412099	-530.5882568	658.5714111	-1640.0000000	1840.0000000	17	21	55.2631579	38	-9020.0000000	13830.0000000	4810.0000000	1024
1	1	45	0.90	16	11	3	0	-120.7512033	4737.6179821	0.0579077	3.1018309	51.7905882	156.9411765	4250.0000000	1	1.5215012	-4250.0000000	8	9	4	7	111.1666667	1.1987585	-491.9230652	589.6969604	-1420.0000000	2560.0000000	26	33	55.0000000	60	-12790.0000000	19460.0000000	6670.0000000	1023
2	3	55	2.55	10	4	10	2	232.5059562	-384.2421316	-0.0109021	-2.6133115	-2.2924528	-19.1037736	4240.0000000	1	0.8974684	-4240.0000000	6	6	6	3	-25.3125000	1.4957805	-395.0000000	590.8333130	-1560.0000000	1930.0000000	20	12	37.5000000	32	-7900.0000000	7090.0000000	-810.0000000	1022
1	5	20	1.65	5	12	4	1	19.8755922	15771.4854624	0.1456410	9.2839315	318.8238095	777.6190476	2100.0000000	1	2.5247432	-2100.0000000	10	10	3	7	272.1666667	1.1700030	-563.6842041	659.5122070	-1130.0000000	2230.0000000	19	41	68.3333333	60	-10710.0000000	27040.0000000	16330.0000000	1019
1	7	10	0.75	15	3	15	0	178.8753583	14076.2513931	0.1381068	10.3614334	223.2000000	360.0000000	4250.0000000	1	1.7441634	-4250.0000000	9	9	5	9	140.3669725	1.2659250	-456.8888855	578.3870850	-1840.0000000	2450.0000000	45	62	56.8807339	109	-20560.0000000	35860.0000000	15300.0000000	1018
3	6	50	2.85	7	6	18	2	126.8276195	1943.9857474	0.0151469	0.2741998	13.8559322	92.3728814	2360.0000000	1	1.3333333	-2360.0000000	6	6	5	4	66.0606061	1.5111111	-384.7058716	581.3333130	-1000.0000000	1900.0000000	17	15	45.4545455	33	-6540.0000000	8720.0000000	2180.0000000	1017
2	4	40	0.90	38	2	17	3	567.6608187	-282.1958214	-0.0070194	-1.2460642	-1.5039164	-25.0652742	3830.0000000	1	0.7828054	-3830.0000000	12	12	5	3	-73.8461538	0.9132730	-631.4285889	576.6666870	-1470.0000000	1030.0000000	7	6	46.1538462	13	-4420.0000000	3460.0000000	-960.0000000	1016
3	2	55	2.40	9	19	13	0	58.2269737	4306.1498276	0.0516277	3.1127477	37.7358491	150.9433962	4240.0000000	1	1.6171649	-4240.0000000	8	9	6	4	130.6122449	1.5524782	-432.0833435	670.7999878	-1280.0000000	2790.0000000	24	25	51.0204082	49	-10370.0000000	16770.0000000	6400.0000000	1015
2	7	45	1.05	30	2	11	2	423.3829858	-114.4456124	0.0016720	-0.8539277	3.0984615	16.3076923	3250.0000000	1	1.0646341	-3250.0000000	6	7	6	3	12.0454545	1.4008344	-328.0000000	459.4736938	-1000.0000000	1280.0000000	25	19	43.1818182	44	-8200.0000000	8730.0000000	530.0000000	1014
2	6	55	2.40	11	13	10	0	1592.7894737	-21.5328461	-0.0055828	-2.2464538	-0.6857143	-7.6190476	5250.0000000	1	0.9387443	-5250.0000000	8	9	6	4	-19.0476190	1.2516589	-544.1666870	681.1110840	-2670.0000000	2790.0000000	12	9	42.8571429	21	-6530.0000000	6130.0000000	-400.0000000	1013
2	4	45	1.05	1	11	11	1	-2413.1150097	-284.0028860	-0.0015685	-1.2849128	1.5561960	12.9682997	3470.0000000	1	1.0613915	-3470.0000000	10	11	6	3	14.0625000	1.7689858	-366.5000000	648.3333130	-1340.0000000	1700.0000000	20	12	37.5000000	32	-7330.0000000	7780.0000000	450.0000000	1012
2	4	35	1.05	5	11	7	1	-103.8856400	2684.5745654	0.0257179	1.9470802	19.0542857	100.2857143	3500.0000000	1	1.4280488	-3500.0000000	10	10	4	4	85.6097561	1.6535302	-372.7272644	616.3157959	-1200.0000000	1570.0000000	22	19	46.3414634	41	-8200.0000000	11710.0000000	3510.0000000	1008
3	5	25	1.35	32	6	6	0	-20.4979445	5082.8570027	0.0527346	2.7474465	60.8899522	144.9760766	4180.0000000	1	1.3230277	-4180.0000000	8	9	3	6	75.7500000	1.1970251	-493.6842041	590.9523926	-1550.0000000	2390.0000000	38	42	52.5000000	80	-18760.0000000	24820.0000000	6060.0000000	1006
2	2	20	3.00	10	13	14	1	0.0000000	-3486.6802258	-0.0272798	-2.6277372	-0.0000000	-90.9270217	5070.0000000	1	-0.0000000	-5070.0000000	10	0	6	0	-768.3333333	-0.0000000	-768.3333130	0.0000000	-1830.0000000	0.0000000	6	0	0.0000000	6	-4610.0000000	0.0000000	-4610.0000000	1005
3	2	55	1.65	3	19	7	1	3.6593768	3878.3114559	0.0379540	1.4626519	26.7480916	111.4503817	3930.0000000	1	1.4469388	-3930.0000000	10	10	3	5	104.2857143	1.0852040	-544.4444580	590.8333130	-1550.0000000	2250.0000000	18	24	57.1428571	42	-9800.0000000	14180.0000000	4380.0000000	1000
2	2	5	2.25	23	11	3	1	0.0000000	-1339.2469728	-0.0101473	-1.1997583	-1.5272727	-76.3636364	2750.0000000	1	0.3181818	-2750.0000000	10	10	2	1	-420.0000000	0.4772727	-1026.6666260	490.0000000	-1680.0000000	600.0000000	3	2	40.0000000	5	-3080.0000000	980.0000000	-2100.0000000	999
2	8	20	2.40	30	4	8	1	-71.1772853	-1378.5766225	-0.0081260	-1.5870383	-2.2352941	-74.5098039	2040.0000000	1	0.3090909	-2040.0000000	10	10	1	1	-217.1428571	0.4121212	-550.0000000	226.6666718	-890.0000000	530.0000000	4	3	42.8571429	7	-2200.0000000	680.0000000	-1520.0000000	997
1	4	20	1.80	13	11	13	2	-295.1276395	1012.2669634	0.0145050	0.2917585	6.2107438	34.5041322	4840.0000000	1	1.2157623	-4840.0000000	6	7	5	5	50.6060606	1.0131352	-516.0000000	522.7777710	-1680.0000000	1270.0000000	15	18	54.5454545	33	-7740.0000000	9410.0000000	1670.0000000	996
3	6	30	2.10	3	19	7	3	-123.0370532	1377.9792109	0.0179288	-0.3472299	18.0106762	85.7651246	2810.0000000	1	1.2563830	-2810.0000000	5	6	4	4	54.7727273	1.3760386	-408.6956482	562.3809814	-1860.0000000	2790.0000000	23	21	47.7272727	44	-9400.0000000	11810.0000000	2410.0000000	991
3	5	20	1.50	2	11	13	3	136.4708874	1043.1767961	0.0103274	-1.6077711	21.8455598	53.2818533	2590.0000000	1	1.1239892	-2590.0000000	4	4	6	5	15.3333333	1.3158898	-231.8750000	305.1219482	-1220.0000000	2390.0000000	48	41	45.5555556	90	-11130.0000000	12510.0000000	1380.0000000	985
3	5	60	2.85	13	6	4	1	-2404.2105263	-80.2233061	-0.0043761	-1.4237200	-1.9615385	-19.6153846	2600.0000000	1	0.9155629	-2600.0000000	10	10	3	2	-24.2857143	1.0071193	-549.0908813	553.0000000	-1900.0000000	1530.0000000	11	10	47.6190476	21	-6040.0000000	5530.0000000	-510.0000000	979
1	3	45	0.90	31	5	2	0	251.5387892	7645.2771977	0.0748743	5.4772401	85.7027650	199.3087558	4340.0000000	1	1.5372671	-4340.0000000	9	9	7	7	106.7901235	1.3585152	-423.6842041	575.5814209	-1230.0000000	2370.0000000	38	43	53.0864198	81	-16100.0000000	24750.0000000	8650.0000000	973
1	1	55	1.50	10	14	8	2	222.6120858	5895.3991051	0.0565900	5.9364510	124.2972973	355.1351351	1850.0000000	1	1.7711268	-1850.0000000	7	6	6	6	102.6562500	1.3662978	-315.5555420	431.1428528	-1120.0000000	1520.0000000	27	35	54.6875000	64	-8520.0000000	15090.0000000	6570.0000000	972
3	3	10	2.70	25	17	18	1	379.1875662	1179.3413905	0.0119779	-0.2325449	6.3094463	24.2671010	6140.0000000	1	1.0942441	-6140.0000000	10	10	4	5	28.6538462	1.0942442	-608.0769043	665.3846436	-1890.0000000	1870.0000000	26	26	50.0000000	52	-15810.0000000	17300.0000000	1490.0000000	971
2	2	60	3.00	24	10	15	1	0.0000000	1.4810404	-0.0036894	-1.2872604	0.0283019	0.9433962	2120.0000000	1	1.0068966	-2120.0000000	9	9	2	1	2.5000000	1.6781609	-580.0000000	973.3333130	-950.0000000	1810.0000000	5	3	37.5000000	8	-2900.0000000	2920.0000000	20.0000000	967
1	1	10	2.85	21	10	2	1	129.0395480	10763.8983573	0.0963833	11.0880248	81.5957447	313.8297872	3760.0000000	1	2.7101449	-3760.0000000	11	11	7	5	245.8333333	2.1889631	-328.5714417	719.2307739	-900.0000000	2030.0000000	21	26	54.1666667	48	-6900.0000000	18700.0000000	11800.0000000	966
1	8	55	2.85	10	4	6	2	-121.8629047	1617.5289867	0.0111000	1.6781803	10.7777778	269.4444444	720.0000000	1	7.9285714	-720.0000000	4	5	1	3	388.0000000	1.9821429	-280.0000000	555.0000000	-280.0000000	910.0000000	1	4	80.0000000	5	-280.0000000	2220.0000000	1940.0000000	959
1	7	40	1.50	39	12	19	3	506.6249640	3532.6254622	0.0466804	1.6148901	36.6523605	104.7210300	4660.0000000	1	1.4807882	-4660.0000000	10	7	3	7	88.7272727	0.8038564	-534.2105103	429.4285583	-1550.0000000	2560.0000000	19	35	63.6363636	55	-10150.0000000	15030.0000000	4880.0000000	957
2	6	25	1.95	20	12	18	1	63.1597081	-2652.8827932	-0.0283395	-2.9748437	-4.0822785	-81.6455696	4740.0000000	1	0.3655738	-4740.0000000	10	10	6	2	-276.4285714	0.6580328	-677.7777710	446.0000000	-1820.0000000	1260.0000000	9	5	35.7142857	14	-6100.0000000	2230.0000000	-3870.0000000	955
2	4	35	1.05	5	11	13	1	-103.8856400	2684.5745654	0.0257179	1.9470802	19.0542857	100.2857143	3500.0000000	1	1.4280488	-3500.0000000	10	10	4	4	85.6097561	1.6535302	-372.7272644	616.3157959	-1200.0000000	1570.0000000	22	19	46.3414634	41	-8200.0000000	11710.0000000	3510.0000000	953
2	4	50	2.55	2	11	10	2	6447.6555024	-11.6055856	-0.0023265	-1.3931924	-0.5396226	-4.1509434	2650.0000000	1	0.9803571	-2650.0000000	6	6	5	3	-3.7931034	1.2065934	-350.0000000	422.3076782	-1270.0000000	1180.0000000	16	13	44.8275862	29	-5600.0000000	5490.0000000	-110.0000000	952
3	7	5	1.95	7	7	8	0	357.1687243	3033.9103311	0.0368300	1.8193614	42.2768533	61.2708018	6610.0000000	1	1.1549943	-6610.0000000	6	6	7	8	30.0000000	1.0712990	-408.2812500	437.3912964	-1890.0000000	2030.0000000	64	69	51.1111111	135	-26130.0000000	30180.0000000	4050.0000000	948
3	8	5	1.80	25	10	4	2	-117.3886830	3203.7803766	0.0314556	2.2431382	65.1376147	162.8440367	2180.0000000	1	1.3029010	-2180.0000000	5	4	4	5	47.9729730	1.1074659	-344.7058716	381.7500000	-930.0000000	1460.0000000	34	40	54.0540541	74	-11720.0000000	15270.0000000	3550.0000000	947
2	8	50	2.85	18	14	3	1	0.0000000	-75.0182229	-0.0003808	-0.7603406	-0.2363636	-11.8181818	1100.0000000	1	0.7968750	-1100.0000000	9	10	2	2	-32.5000000	0.7968750	-320.0000000	255.0000000	-550.0000000	370.0000000	2	2	50.0000000	4	-640.0000000	510.0000000	-130.0000000	946
3	6	40	2.40	27	9	19	2	-152.6482874	280.2049978	0.0014501	-0.9780860	1.3725490	13.7254902	3060.0000000	1	1.0813953	-3060.0000000	6	6	4	3	19.0909091	1.2976744	-430.0000000	558.0000000	-860.0000000	1520.0000000	12	10	45.4545455	22	-5160.0000000	5580.0000000	420.0000000	945
1	2	60	1.80	13	18	17	0	-347.4616611	1159.5689681	0.0186158	0.0279877	7.0617284	44.1358025	3240.0000000	1	1.1876640	-3240.0000000	11	9	2	5	59.5833333	0.5938320	-952.5000000	565.6250000	-2090.0000000	1360.0000000	8	16	66.6666667	24	-7620.0000000	9050.0000000	1430.0000000	943
2	6	35	2.70	39	19	10	2	461.6781083	-190.2556588	-0.0069687	-2.4018830	-1.5707317	-22.4390244	2050.0000000	1	0.9000000	-2050.0000000	6	5	4	3	-24.2105263	1.5428571	-383.3333435	591.4285889	-970.0000000	1930.0000000	12	7	36.8421053	19	-4600.0000000	4140.0000000	-460.0000000	942
1	1	45	2.85	23	12	2	1	0.0000000	7.5213248	0.0000000	0.0000000	0.0363636	3.6363636	550.0000000	1	100.0000000	-550.0000000	0	10	0	1	20.0000000	100.0000000	0.0000000	20.0000000	0.0000000	20.0000000	0	1	100.0000000	1	0.0000000	20.0000000	20.0000000	937
1	4	55	2.70	21	10	3	1	165.1395565	11812.7628606	0.1160370	7.3993956	195.0598802	390.1197605	3340.0000000	1	1.6508492	-3340.0000000	11	11	6	8	146.4044944	1.2546454	-526.8421021	661.0000000	-2120.0000000	2470.0000000	38	50	56.1797753	89	-20020.0000000	33050.0000000	13030.0000000	936
1	5	40	0.75	40	14	8	2	136.4551920	1665.2095979	0.0173153	0.3103443	18.8567493	50.9641873	3630.0000000	1	1.1515152	-3630.0000000	5	6	4	6	27.2058824	0.9647830	-393.8709717	380.0000000	-1630.0000000	1520.0000000	31	37	54.4117647	68	-12210.0000000	14060.0000000	1850.0000000	935
2	6	15	1.80	19	3	9	0	-76.3241437	-3619.7889536	-0.0312152	-3.1481480	-3.2907216	-82.2680412	4850.0000000	1	0.3491028	-4850.0000000	10	10	4	1	-285.0000000	0.8727569	-613.0000000	535.0000000	-1470.0000000	920.0000000	10	4	28.5714286	14	-6130.0000000	2140.0000000	-3990.0000000	933
2	2	45	2.85	12	17	20	1	0.0000000	78.8534065	-0.0030478	-0.8787405	0.1230769	6.1538462	2600.0000000	1	1.0590406	-2600.0000000	11	8	2	2	32.0000000	1.5885609	-903.3333130	1435.0000000	-1750.0000000	1900.0000000	3	2	40.0000000	5	-2710.0000000	2870.0000000	160.0000000	928
1	1	15	2.70	35	2	11	2	244.9302284	3369.2686282	0.0312386	3.1552920	51.0965909	222.1590909	1760.0000000	1	1.6286174	-1760.0000000	4	4	8	6	86.8888889	1.5578080	-282.7272644	440.4347839	-640.0000000	1520.0000000	22	23	51.1111111	45	-6220.0000000	10130.0000000	3910.0000000	923
2	5	10	0.75	35	18	13	3	68.6461173	2018.0381085	0.0198408	0.4246650	63.8909091	228.1818182	1100.0000000	1	1.7254335	-1100.0000000	2	2	8	3	41.1475410	2.0335465	-104.8484879	213.2142792	-350.0000000	2390.0000000	33	28	45.9016393	61	-3460.0000000	5970.0000000	2510.0000000	921
1	2	45	1.05	7	2	10	1	66.4093380	9527.2312917	0.1123363	7.0023052	148.2398990	315.4040404	3960.0000000	1	1.7452267	-3960.0000000	10	10	5	6	158.1012658	1.1511071	-540.6451416	622.3404541	-1850.0000000	2250.0000000	31	47	59.4936709	79	-16760.0000000	29250.0000000	12490.0000000	918
3	8	25	1.65	37	11	5	2	94.7896623	1304.1061437	0.0078613	0.0000000	19.2413793	641.3793103	290.0000000	1	100.0000000	-290.0000000	0	4	0	3	620.0000000	100.0000000	0.0000000	620.0000000	0.0000000	1160.0000000	0	3	100.0000000	3	0.0000000	1860.0000000	1860.0000000	917
1	7	5	1.65	27	14	9	2	-26.5475282	4466.6335131	0.0423314	2.9395132	50.2669683	218.5520362	2210.0000000	1	1.8104027	-2210.0000000	6	5	5	9	130.5405405	1.0232711	-458.4615479	469.1304321	-1340.0000000	1240.0000000	13	23	62.1621622	37	-5960.0000000	10790.0000000	4830.0000000	910
1	8	10	0.75	39	8	2	2	-49.3946817	7107.7863150	0.0713346	6.1630722	126.3084112	247.6635514	3210.0000000	1	1.5386179	-3210.0000000	5	6	6	5	85.4838710	1.1765901	-378.4615479	445.2941284	-1720.0000000	1630.0000000	39	51	54.8387097	93	-14760.0000000	22710.0000000	7950.0000000	908
3	1	50	2.55	8	19	12	0	922.3470261	2005.0066405	0.0301406	0.5027526	34.9349112	48.5207101	6760.0000000	1	1.0929178	-6760.0000000	9	9	6	6	23.4285714	1.0322001	-519.1176758	535.8333130	-2670.0000000	2570.0000000	68	72	51.4285714	140	-35300.0000000	38580.0000000	3280.0000000	905
3	5	45	1.35	9	4	5	3	-74.2989187	7314.7361680	0.0676888	8.1851344	159.0508475	441.8079096	1770.0000000	1	2.4428044	-1770.0000000	5	6	3	7	134.8275862	1.4928249	-246.3636322	367.7777710	-820.0000000	2390.0000000	22	36	62.0689655	58	-5420.0000000	13240.0000000	7820.0000000	902
3	2	40	2.10	1	16	20	2	-56.4206493	2683.4290229	0.0294187	1.6560272	19.8384798	82.6603325	4210.0000000	1	1.3936652	-4210.0000000	6	6	6	5	79.0909091	1.1613876	-442.0000000	513.3333130	-1000.0000000	1520.0000000	20	24	54.5454545	44	-8840.0000000	12320.0000000	3480.0000000	899
3	6	5	1.35	3	16	11	0	6622.7095517	-222.0448997	-0.0034306	-2.4400614	-3.0857143	-6.0504202	5950.0000000	1	0.9854487	-5950.0000000	7	8	4	5	-3.4951456	1.0047712	-475.7692261	478.0392151	-2350.0000000	2790.0000000	52	51	49.5145631	103	-24740.0000000	24380.0000000	-360.0000000	898
2	8	60	0.90	21	14	19	3	-1448.6909582	-200.1888973	-0.0044340	-3.1864658	-2.1666667	-12.7450980	3060.0000000	1	0.9103448	-3060.0000000	2	3	7	4	-9.7500000	1.2316430	-189.1304321	232.9411774	-1220.0000000	1220.0000000	23	17	42.5000000	40	-4350.0000000	3960.0000000	-390.0000000	897
1	7	60	2.25	28	2	16	1	168.1516291	4098.2243119	0.0343428	1.7287745	28.6511628	260.4651163	1720.0000000	1	2.1228070	-1720.0000000	10	10	3	7	248.8888889	1.3508772	-570.0000000	770.0000000	-1270.0000000	1930.0000000	7	11	61.1111111	18	-3990.0000000	8470.0000000	4480.0000000	895
2	4	40	2.70	32	10	6	1	-493.8882089	-22.6957658	0.0018174	-0.4685113	0.8716216	29.0540541	1480.0000000	1	1.3333333	-1480.0000000	10	10	2	2	71.6666667	1.3333333	-430.0000000	573.3333130	-740.0000000	890.0000000	3	3	50.0000000	6	-1290.0000000	1720.0000000	430.0000000	894
1	4	40	1.05	28	17	15	3	-149.3524721	937.0423765	0.0077864	-0.2816209	12.2222222	87.3015873	1260.0000000	1	1.3642384	-1260.0000000	3	3	6	4	37.9310345	1.4616840	-201.3333282	294.2857056	-840.0000000	1250.0000000	15	14	48.2758621	29	-3020.0000000	4120.0000000	1100.0000000	888
1	3	55	2.70	37	9	10	0	-39.1663369	8698.2799385	0.0809404	11.3857057	170.4647887	437.0892019	2130.0000000	1	2.6390845	-2130.0000000	4	5	3	6	150.1612903	1.5563831	-246.9565277	384.3589783	-1290.0000000	1730.0000000	23	39	62.9032258	62	-5680.0000000	14990.0000000	9310.0000000	886
1	1	40	2.55	3	20	14	3	1140.4588394	112.3135096	0.0054789	-0.2692455	4.3169811	19.6226415	2650.0000000	1	1.1099366	-2650.0000000	4	4	4	6	13.0000000	0.8576783	-278.2352905	238.6363678	-730.0000000	720.0000000	17	22	55.0000000	40	-4730.0000000	5250.0000000	520.0000000	883
1	5	60	2.55	24	2	2	1	48.1782168	9636.9253495	0.0870746	6.4085152	103.2996743	333.2247557	3070.0000000	1	1.9393939	-3070.0000000	11	11	5	5	186.0000000	1.4389052	-473.4782715	681.2903442	-1580.0000000	2070.0000000	23	31	56.3636364	55	-10890.0000000	21120.0000000	10230.0000000	882
3	4	55	1.05	15	10	12	1	664.1768806	1083.2845426	0.0107000	0.3756977	6.4888889	162.2222222	900.0000000	1	3.1470588	-900.0000000	11	11	1	4	292.0000000	0.7867647	-680.0000000	535.0000000	-680.0000000	900.0000000	1	4	80.0000000	5	-680.0000000	2140.0000000	1460.0000000	880
2	7	25	2.10	20	17	19	1	215.3303820	-355.6262005	-0.0133116	-1.7651474	-2.9722222	-42.4603175	5040.0000000	1	0.6164875	-5040.0000000	10	10	5	3	-152.8571429	0.6164874	-797.1428833	491.4285583	-1870.0000000	1440.0000000	7	7	50.0000000	14	-5580.0000000	3440.0000000	-2140.0000000	878
2	6	35	3.00	23	10	15	0	0.0000000	-3294.7151142	-0.0185229	-1.4998575	-2.6575682	-88.5856079	4030.0000000	1	0.1959459	-4030.0000000	11	11	2	1	-510.0000000	0.2612613	-1110.0000000	290.0000000	-1620.0000000	340.0000000	4	3	42.8571429	7	-4440.0000000	870.0000000	-3570.0000000	875
1	5	40	1.95	14	1	4	1	100.1754386	10041.7504465	0.0924435	6.4410640	129.7324841	341.4012739	3140.0000000	1	1.7075908	-3140.0000000	11	11	4	4	150.9859155	1.3930346	-488.7096863	680.7894897	-2010.0000000	2220.0000000	31	38	53.5211268	71	-15150.0000000	25870.0000000	10720.0000000	874
2	6	25	1.05	3	12	3	1	246.5856950	160.2517619	0.0040699	-0.3205044	4.5086705	45.0867052	1730.0000000	1	1.2400000	-1730.0000000	9	9	4	3	33.9130435	1.6120000	-250.0000000	403.0000000	-590.0000000	990.0000000	13	10	43.4782609	23	-3250.0000000	4030.0000000	780.0000000	871
3	2	15	1.05	38	3	10	0	180.5737520	10474.0844995	0.1068069	7.6550154	150.3736413	158.2880435	7360.0000000	1	1.3025188	-7360.0000000	9	9	5	9	64.3646409	1.1654115	-453.0588379	528.0000000	-2540.0000000	2200.0000000	85	95	52.4861878	181	-38510.0000000	50160.0000000	11650.0000000	870
1	7	30	1.20	23	4	12	2	-3148.3709273	-55.1365478	0.0022995	-0.5006589	-0.1881720	-1.8817204	3720.0000000	1	0.9844444	-3720.0000000	5	5	2	5	-3.6842105	0.6891111	-642.8571167	443.0000000	-2150.0000000	760.0000000	7	10	52.6315789	19	-4500.0000000	4430.0000000	-70.0000000	868
