DP_1TF_30m_sess9: L_S_B	DP_1TF_30m_sess9: POI_Switch	DP_1TF_30m_sess9: NATR	DP_1TF_30m_sess9: Fract	DP_1TF_30m_sess9: Filter1_Switch	DP_1TF_30m_sess9: Filter1_N1	DP_1TF_30m_sess9: Filter1_N2	DP_1TF_30m_sess9: Tsegment	All: Robustness Index	All: Perfect Profit Correlation	All: Pessimistic Return On Capital	All: Expectancy Score	All: TS Index	All: Return on Account	All: Required Account Size	All: Max Contracts Held	All: ProfitFactor	All: Max Intraday Drawdown	All: Avg Bars in Loser	All: Avg Bars in Winner	All: Max Consecutive Losers	All: Max Consecutive Winners	All: Avg Trade	All: Win/Loss Ratio	All: Avg Losing Trade	All: Avg Winning Trade	All: Max Losing Trade	All: Max Winning Trade	All: Losing Trades	All: Winning Trades	All: % Profitable	All: Total Trades	All: Gross Loss	All: Gross Profit	All: Net Profit	Test
2	6	60	1.05	9	14	7	1	4596.2848297	9.6691573	-0.0013881	-1.3947221	1.1987179	10.8974359	1560.0000000	1	1.0340000	-1560.0000000	10	10	4	3	6.2962963	1.5040000	-312.5000000	470.0000000	-940.0000000	1320.0000000	16	11	40.7407407	27	-5000.0000000	5170.0000000	170.0000000	862
1	1	10	1.05	35	13	10	2	-19.5691554	3531.2762505	0.0346348	3.2069276	40.1036269	222.7979275	1930.0000000	1	2.0117647	-1930.0000000	5	4	4	6	138.7096774	1.4529412	-326.9230652	475.0000000	-660.0000000	1520.0000000	13	18	58.0645161	31	-4250.0000000	8550.0000000	4300.0000000	861
2	4	50	0.75	30	9	17	1	-5427.6874003	-16.1088987	-0.0058872	-1.5621745	-0.8497854	-4.7210300	4660.0000000	1	0.9813243	-4660.0000000	10	11	5	4	-5.0000000	1.3629504	-471.2000122	642.2222290	-1600.0000000	1750.0000000	25	18	40.9090909	44	-11780.0000000	11560.0000000	-220.0000000	858
2	5	55	1.50	22	14	15	1	-548.5797828	-240.2498865	-0.0045391	-1.4398561	-2.9473684	-36.8421053	2280.0000000	1	0.7698630	-2280.0000000	9	10	2	4	-56.0000000	0.6736301	-521.4285889	351.2500000	-1800.0000000	1080.0000000	7	8	53.3333333	15	-3650.0000000	2810.0000000	-840.0000000	846
3	5	25	1.20	20	11	9	3	-296.5192982	103.6629557	0.0086736	-0.1356286	12.1951220	34.8432056	2870.0000000	1	1.1386963	-2870.0000000	3	3	7	6	14.4927536	1.0736279	-218.4848480	234.5714264	-730.0000000	1080.0000000	33	35	50.7246377	69	-7210.0000000	8210.0000000	1000.0000000	841
2	2	5	1.80	17	14	4	0	20.0350877	-1475.8774486	-0.0181967	-3.1532547	-3.7974684	-63.2911392	3160.0000000	1	0.5884774	-3160.0000000	5	7	5	2	-105.2631579	1.2750342	-373.8461609	476.6666565	-1760.0000000	1060.0000000	13	6	31.5789474	19	-4860.0000000	2860.0000000	-2000.0000000	840
1	1	20	1.50	14	18	7	2	141.2202940	8385.7946865	0.0812267	9.2644549	168.1818182	400.4329004	2310.0000000	1	2.0693642	-2310.0000000	7	6	6	7	128.4722222	1.3795762	-308.9285583	426.1904907	-1120.0000000	1520.0000000	28	42	58.3333333	72	-8650.0000000	17900.0000000	9250.0000000	833
3	3	40	2.25	6	6	17	0	-582.6295624	1401.3017979	0.0168297	-0.2258610	21.4368000	27.8400000	6250.0000000	1	1.0479207	-6250.0000000	7	8	5	6	11.6778523	0.9798739	-504.3055420	494.1558533	-2670.0000000	2050.0000000	72	77	51.6778523	149	-36310.0000000	38050.0000000	1740.0000000	829
2	4	45	0.75	25	12	10	3	314.8370927	710.7627898	0.0151135	0.7127165	16.0251572	114.4654088	1590.0000000	1	1.8834951	-1590.0000000	3	5	2	4	82.7272727	1.0762829	-257.5000000	277.1428528	-1470.0000000	1340.0000000	8	14	63.6363636	22	-2060.0000000	3880.0000000	1820.0000000	827
2	5	10	1.65	2	9	13	3	49.3401414	1646.8073859	0.0205609	0.5350766	23.3484848	101.5151515	2640.0000000	1	1.5104762	-2640.0000000	4	4	4	4	54.6938776	1.7074949	-201.9230804	344.7826233	-1220.0000000	2390.0000000	26	23	46.9387755	49	-5250.0000000	7930.0000000	2680.0000000	822
2	3	20	1.80	26	12	20	0	13.1809788	-731.6362622	-0.0069689	-1.7190134	-3.8793503	-35.2668213	4310.0000000	1	0.7831669	-4310.0000000	11	10	4	4	-80.0000000	0.5695759	-876.2500000	499.0909119	-1660.0000000	2390.0000000	8	11	57.8947368	19	-7010.0000000	5490.0000000	-1520.0000000	818
2	7	5	2.40	23	8	11	2	0.0000000	-660.2783439	-0.0033390	-1.0948905	-0.9541284	-95.4128440	1090.0000000	1	0.0877193	-1090.0000000	4	6	1	1	-346.6666667	0.1754386	-570.0000000	100.0000000	-800.0000000	100.0000000	2	1	33.3333333	3	-1140.0000000	100.0000000	-1040.0000000	817
1	7	35	2.85	38	13	20	1	1083.7161085	315.7238986	0.0000000	0.0000000	4.4000000	440.0000000	100.0000000	1	100.0000000	-100.0000000	0	9	0	1	440.0000000	100.0000000	0.0000000	440.0000000	0.0000000	440.0000000	0	1	100.0000000	1	0.0000000	440.0000000	440.0000000	815
2	2	15	1.95	3	3	17	1	215.0106975	-99.0273340	-0.0069194	-1.6814826	-0.9791045	-12.2388060	3350.0000000	1	0.9376900	-3350.0000000	10	9	4	2	-20.5000000	1.4065350	-548.3333130	771.2500000	-1010.0000000	1990.0000000	12	8	40.0000000	20	-6580.0000000	6170.0000000	-410.0000000	811
3	7	40	1.65	9	7	14	1	2681.6194332	-1.8958411	-0.0004488	-1.3922494	-0.7568493	-4.4520548	2920.0000000	1	0.9818942	-2920.0000000	10	10	3	4	-3.8235294	0.9241356	-448.7500000	414.7058716	-1550.0000000	1530.0000000	16	17	50.0000000	34	-7180.0000000	7050.0000000	-130.0000000	805
3	7	10	1.95	27	4	20	2	284.9145591	2430.7077489	0.0288130	1.0438480	33.3893805	68.1415929	4520.0000000	1	1.1699779	-4520.0000000	6	6	7	8	33.1182796	0.9789611	-441.9512329	432.6530762	-1960.0000000	1830.0000000	41	49	52.6881720	93	-18120.0000000	21200.0000000	3080.0000000	801
1	5	25	2.10	40	8	17	2	20.3226727	9896.6663662	0.0946423	7.7164164	206.3655462	439.0756303	2380.0000000	1	1.9039792	-2380.0000000	5	6	5	5	139.3333333	1.0937753	-428.1481628	468.2978821	-1890.0000000	1520.0000000	27	47	62.6666667	75	-11560.0000000	22010.0000000	10450.0000000	799
3	3	5	1.65	13	10	10	0	-329.9010685	933.5794808	0.0503244	2.2983344	54.6485149	65.8415842	8080.0000000	1	1.1600000	-8080.0000000	7	7	5	8	34.1025641	0.9922892	-468.3098450	464.6987915	-1750.0000000	2390.0000000	71	83	53.2051282	156	-33250.0000000	38570.0000000	5320.0000000	796
3	3	30	1.65	35	7	13	3	345.8688827	15.0050654	0.0067924	-1.7641647	18.8429752	39.2561983	2420.0000000	1	1.1083238	-2420.0000000	2	2	5	8	8.7155963	1.3854047	-146.1666718	202.5000000	-1130.0000000	1650.0000000	60	48	44.0366972	109	-8770.0000000	9720.0000000	950.0000000	795
2	1	50	2.40	10	15	17	3	-79.4780339	-663.2147420	-0.0081427	-2.0877150	-3.6838407	-28.3372365	4270.0000000	1	0.7721281	-4270.0000000	4	4	6	4	-48.4000000	0.7127336	-442.5000000	315.3846130	-1460.0000000	1220.0000000	12	13	52.0000000	25	-5310.0000000	4100.0000000	-1210.0000000	793
1	3	20	1.80	37	10	17	3	88.6104693	5476.5606230	0.0519648	8.1406507	96.1636364	223.6363636	2750.0000000	1	1.6848552	-2750.0000000	2	4	6	4	69.8863636	1.7240379	-204.0909119	351.8604736	-1270.0000000	1650.0000000	44	43	48.8636364	88	-8980.0000000	15130.0000000	6150.0000000	790
1	8	40	2.40	21	11	19	3	267.8848807	953.3787744	0.0132366	0.3560022	5.6657825	47.2148541	3770.0000000	1	1.3973214	-3770.0000000	7	8	5	4	77.3913043	1.2808780	-407.2727356	521.6666870	-1540.0000000	1400.0000000	11	12	52.1739130	23	-4480.0000000	6260.0000000	1780.0000000	789
2	3	20	2.10	20	3	2	1	0.0000000	80.0100137	0.0011015	-1.4439637	0.8603352	3.9106145	3580.0000000	1	1.0131579	-3580.0000000	10	10	3	4	3.1818182	1.0131579	-483.6363525	490.0000000	-1550.0000000	2010.0000000	22	22	50.0000000	44	-10640.0000000	10780.0000000	140.0000000	788
1	1	25	1.95	26	7	11	2	0.0000000	276.1339001	0.0000000	-0.7299270	0.5300000	53.0000000	1000.0000000	1	1.8548387	-1000.0000000	3	5	1	1	265.0000000	1.8548387	-620.0000000	1150.0000000	-620.0000000	1150.0000000	1	1	50.0000000	2	-620.0000000	1150.0000000	530.0000000	787
2	7	40	0.75	37	20	2	3	-868.1871345	243.1241000	0.0005743	-0.2589268	1.8461538	92.3076923	390.0000000	1	1.9729730	-390.0000000	1	1	2	2	72.0000000	2.9594594	-123.3333359	365.0000000	-160.0000000	430.0000000	3	2	40.0000000	5	-370.0000000	730.0000000	360.0000000	782
1	5	10	1.65	11	18	10	2	-2247.8391100	123.8238394	0.0070967	-0.4352437	1.9801136	11.6477273	3520.0000000	1	1.0473988	-3520.0000000	6	7	2	7	14.1379310	0.7393404	-720.8333130	532.9411621	-1680.0000000	1240.0000000	12	17	58.6206897	29	-8650.0000000	9060.0000000	410.0000000	778
2	1	25	0.75	16	11	9	3	22.8972431	-118.2027740	-0.0025388	-2.5273781	-4.2140468	-11.7056856	2990.0000000	1	0.9552430	-2990.0000000	2	3	7	6	-4.9295775	0.9021739	-230.0000000	207.5000000	-970.0000000	1220.0000000	34	36	50.7042254	71	-7820.0000000	7470.0000000	-350.0000000	777
1	7	50	2.55	17	14	16	3	115.1441823	2088.8038778	0.0223513	1.9381166	27.0000000	112.5000000	2320.0000000	1	1.5220000	-2320.0000000	5	4	3	4	60.6976744	1.1415001	-277.7777710	317.0833435	-830.0000000	1170.0000000	18	24	55.8139535	43	-5000.0000000	7610.0000000	2610.0000000	776
1	3	40	1.05	17	13	1	0	136.4306099	6734.6362919	0.0716007	4.3362189	122.4280702	139.1228070	5700.0000000	1	1.1960930	-5700.0000000	9	9	5	8	45.5747126	1.1553171	-475.7647095	549.6591187	-2570.0000000	2310.0000000	85	88	50.5747126	174	-40440.0000000	48370.0000000	7930.0000000	775
1	4	40	2.25	2	7	14	0	309.8826768	7128.1770736	0.0703626	5.0485023	82.8784404	184.1743119	4360.0000000	1	1.5194049	-4360.0000000	8	7	4	5	94.4705882	1.2830531	-406.8421021	522.0000000	-1530.0000000	2470.0000000	38	45	52.9411765	85	-15460.0000000	23490.0000000	8030.0000000	771
1	7	55	1.05	17	11	6	0	119.1199912	13826.7619258	0.1288404	10.1024585	211.8972431	359.1478697	3990.0000000	1	1.7618288	-3990.0000000	8	9	5	7	139.1262136	1.2840447	-437.4418640	561.6948853	-2270.0000000	2340.0000000	43	59	57.2815534	103	-18810.0000000	33140.0000000	14330.0000000	766
2	3	10	1.95	16	6	12	2	-1239.6710526	-8.2171603	-0.0018772	-1.6504512	-1.5197889	-8.4432718	3790.0000000	1	0.9615385	-3790.0000000	6	6	3	3	-9.1428571	0.9081197	-489.4117737	444.4444580	-1960.0000000	1830.0000000	17	18	51.4285714	35	-8320.0000000	8000.0000000	-320.0000000	758
3	6	25	1.65	34	7	1	1	568.7813493	2216.7509375	0.0228496	0.8939187	19.9936102	95.2076677	3130.0000000	1	1.3340807	-3130.0000000	9	9	4	8	69.3023256	1.3976084	-405.4545593	566.6666870	-1040.0000000	2010.0000000	22	21	48.8372093	43	-8920.0000000	11900.0000000	2980.0000000	757
1	6	35	1.50	20	10	8	1	727.3241928	988.7431005	0.0044544	-0.5970772	3.8699187	96.7479675	1230.0000000	1	1.7300613	-1230.0000000	11	11	2	2	119.0000000	2.5950921	-271.6666565	705.0000000	-530.0000000	1590.0000000	6	4	40.0000000	10	-1630.0000000	2820.0000000	1190.0000000	754
1	4	60	2.10	27	20	7	3	219.2519033	2424.8427297	0.0289723	3.3964258	61.2330097	360.1941748	1030.0000000	1	2.4840000	-1030.0000000	3	4	5	6	123.6666667	1.8995295	-192.3076935	365.2941284	-900.0000000	1980.0000000	13	17	56.6666667	30	-2500.0000000	6210.0000000	3710.0000000	747
2	3	55	2.40	16	9	2	1	49.4984520	-690.9994571	-0.0071850	-1.2788321	-1.9172932	-63.9097744	2660.0000000	1	0.2444444	-2660.0000000	10	10	2	1	-283.3333333	0.2444444	-750.0000000	183.3333282	-1490.0000000	490.0000000	3	3	50.0000000	6	-2250.0000000	550.0000000	-1700.0000000	746
2	6	20	1.05	28	2	19	1	2735.2250191	-122.5794458	-0.0070471	-2.4031389	-2.9440000	-12.2666667	3750.0000000	1	0.9666908	-3750.0000000	10	10	5	4	-8.3636364	1.2486423	-445.4838562	556.2500000	-1550.0000000	2420.0000000	31	24	43.6363636	55	-13810.0000000	13350.0000000	-460.0000000	742
1	7	60	2.25	5	19	6	1	88.2226874	6748.1288804	0.0538785	3.4834088	73.0566038	664.1509434	1060.0000000	1	7.0689655	-1060.0000000	11	10	1	10	541.5384615	1.2852664	-580.0000000	745.4545288	-630.0000000	1930.0000000	2	11	84.6153846	13	-1160.0000000	8200.0000000	7040.0000000	741
2	5	50	2.85	22	12	4	1	0.0000000	-2523.5274102	-0.0139052	-1.4598540	-0.8911175	-89.1117479	3490.0000000	1	0.0547112	-3490.0000000	9	10	3	1	-777.5000000	0.1641337	-1096.6666260	180.0000000	-1890.0000000	180.0000000	3	1	25.0000000	4	-3290.0000000	180.0000000	-3110.0000000	740
1	8	20	1.65	9	5	2	3	-1049.4569758	-109.7217069	-0.0007882	-0.9350775	-0.7647059	-5.8823529	3570.0000000	1	0.9673913	-3570.0000000	10	8	3	6	-8.4000000	0.8929766	-536.6666870	479.2307739	-1540.0000000	1110.0000000	12	13	52.0000000	25	-6440.0000000	6230.0000000	-210.0000000	739
2	2	15	1.35	26	18	10	2	-28.4521956	-775.7452519	-0.0109534	-1.8616825	-1.3852459	-69.2622951	2440.0000000	1	0.2683983	-2440.0000000	7	6	5	2	-241.4285714	0.6709957	-462.0000000	310.0000000	-690.0000000	330.0000000	5	2	28.5714286	7	-2310.0000000	620.0000000	-1690.0000000	734
1	5	25	0.75	21	2	12	1	479.9733752	1887.2565559	0.0349292	0.7600209	21.0046154	56.7692308	6500.0000000	1	1.2214886	-6500.0000000	10	10	6	8	55.9090909	0.9243697	-595.0000000	550.0000000	-2010.0000000	2470.0000000	28	37	56.0606061	66	-16660.0000000	20350.0000000	3690.0000000	731
1	5	55	1.50	24	2	4	0	97.4283973	10008.1104808	0.0983318	6.2040144	138.3975904	329.5180723	3320.0000000	1	1.8600629	-3320.0000000	10	10	4	10	160.8823529	1.1071803	-508.7999878	563.3333130	-1120.0000000	2420.0000000	25	42	61.7647059	68	-12720.0000000	23660.0000000	10940.0000000	730
1	2	10	2.85	24	18	6	1	197.4260469	2572.6964755	0.0181611	0.8662639	11.7094017	234.1880342	1170.0000000	1	3.3620690	-1170.0000000	9	10	2	5	391.4285714	1.3448276	-580.0000000	780.0000000	-800.0000000	1560.0000000	2	5	71.4285714	7	-1160.0000000	3900.0000000	2740.0000000	729
2	7	45	2.85	11	1	17	1	-915.8897243	-77.1157519	0.0000000	-0.7299270	-0.2121212	-21.2121212	660.0000000	1	0.6500000	-660.0000000	9	8	1	1	-70.0000000	0.6500000	-400.0000000	260.0000000	-400.0000000	260.0000000	1	1	50.0000000	2	-400.0000000	260.0000000	-140.0000000	720
1	6	60	1.05	8	10	18	1	193.7524950	5807.2301173	0.0580113	3.4595416	60.5497076	195.3216374	3420.0000000	1	1.6018018	-3420.0000000	10	10	4	4	121.4545455	1.1884336	-482.6087036	573.5484009	-2300.0000000	2190.0000000	23	31	56.3636364	55	-11100.0000000	17780.0000000	6680.0000000	712
3	5	35	1.50	5	1	10	0	338.5368093	4699.9155505	0.0485630	2.4220922	81.2144213	101.5180266	5270.0000000	1	1.1487764	-5270.0000000	8	9	5	6	33.8607595	1.0913376	-473.1578979	516.3750000	-1550.0000000	2230.0000000	76	80	50.6329114	158	-35960.0000000	41310.0000000	5350.0000000	707
2	4	55	2.85	20	5	10	1	4198.6575133	-44.3605893	-0.0047883	-1.9742789	-1.7065767	-7.7571669	5930.0000000	1	0.9642857	-5930.0000000	11	10	4	9	-10.0000000	1.0519480	-536.6666870	564.5454712	-1880.0000000	2380.0000000	24	22	47.8260870	46	-12880.0000000	12420.0000000	-460.0000000	705
3	1	25	2.55	12	13	7	2	307.6993719	3365.9976726	0.0327002	2.3151739	28.3270321	76.5595463	5290.0000000	1	1.2917867	-5290.0000000	7	6	5	4	50.6250000	1.4314394	-338.5365906	484.5946045	-810.0000000	1930.0000000	41	37	46.2500000	80	-13880.0000000	17930.0000000	4050.0000000	704
1	3	30	2.55	29	2	1	0	-127.6120237	496.2469603	0.0140313	0.4717442	8.6580882	57.7205882	2720.0000000	1	1.3819951	-2720.0000000	6	8	4	7	62.8000000	0.9213301	-411.0000000	378.6666565	-1270.0000000	1060.0000000	10	15	60.0000000	25	-4110.0000000	5680.0000000	1570.0000000	702
1	8	25	0.60	22	6	2	0	-333.0103901	4403.9044242	0.0472220	2.1285854	60.6712329	141.0958904	3650.0000000	1	1.3108027	-3650.0000000	9	9	4	4	67.7631579	1.0059648	-502.1212158	505.1162720	-2720.0000000	2260.0000000	33	43	56.5789474	76	-16570.0000000	21720.0000000	5150.0000000	701
3	6	45	1.50	37	11	5	2	21.4115441	881.3822415	0.0038369	0.0000000	9.0344828	451.7241379	290.0000000	1	100.0000000	-290.0000000	0	4	0	2	655.0000000	100.0000000	0.0000000	655.0000000	0.0000000	1160.0000000	0	2	100.0000000	2	0.0000000	1310.0000000	1310.0000000	700
1	2	45	1.50	3	2	10	3	1251.1707841	-128.2913748	-0.0055755	-2.1356124	-3.2236842	-10.7456140	4560.0000000	1	0.9503546	-4560.0000000	4	4	7	5	-7.1014493	1.1404255	-274.1666565	312.6666565	-1540.0000000	1090.0000000	36	30	43.4782609	69	-9870.0000000	9380.0000000	-490.0000000	699
1	1	40	1.80	17	18	6	2	40.1681465	7779.6348623	0.0728643	6.2358704	131.9354839	293.1899642	2790.0000000	1	1.6277820	-2790.0000000	6	7	5	7	100.9876543	1.1937069	-394.8484802	471.3333435	-1680.0000000	1520.0000000	33	45	55.5555556	81	-13030.0000000	21210.0000000	8180.0000000	696
1	2	20	1.50	14	18	11	0	213.5156166	9106.9852444	0.0834823	8.1305186	148.0480000	389.6000000	2500.0000000	1	1.8993536	-2500.0000000	7	8	4	5	137.1830986	1.5494728	-349.3548279	541.3157959	-2010.0000000	2070.0000000	31	38	53.5211268	71	-10830.0000000	20570.0000000	9740.0000000	695
2	2	25	1.95	22	6	7	1	-191.6399695	-2809.7056031	-0.0242000	-3.0458683	-3.0666667	-76.6666667	4200.0000000	1	0.3374486	-4200.0000000	10	10	5	1	-247.6923077	0.7592593	-540.0000000	410.0000000	-1520.0000000	940.0000000	9	4	30.7692308	13	-4860.0000000	1640.0000000	-3220.0000000	694
3	6	55	0.75	13	18	2	2	-147.9514170	427.6259291	0.0027867	-0.3941061	4.2763158	28.5087719	2280.0000000	1	1.0919378	-2280.0000000	6	6	7	3	19.1176471	1.3831213	-372.1052551	514.6666870	-1430.0000000	1040.0000000	19	15	44.1176471	34	-7070.0000000	7720.0000000	650.0000000	691
2	7	60	1.65	12	14	7	1	431.7639059	-252.9133066	-0.0139792	-2.1790257	-3.4943567	-29.1196388	4430.0000000	1	0.8760807	-4430.0000000	11	10	8	3	-44.4827586	1.2411143	-612.3529663	760.0000000	-1780.0000000	2240.0000000	17	12	41.3793103	29	-10410.0000000	9120.0000000	-1290.0000000	690
2	7	15	2.85	7	5	6	3	118.3891547	332.3429048	0.0056125	-2.3352648	5.4035088	77.1929825	1710.0000000	1	1.4536082	-1710.0000000	4	5	4	3	69.4736842	2.4918998	-242.5000000	604.2857056	-560.0000000	2790.0000000	12	7	36.8421053	19	-2910.0000000	4230.0000000	1320.0000000	682
3	5	45	2.40	32	14	7	2	-266.1804511	352.6021146	0.0102245	-0.2093034	4.4164038	44.1640379	3170.0000000	1	1.3674541	-3170.0000000	5	5	4	5	73.6842105	1.2307086	-423.3333435	521.0000000	-1740.0000000	1630.0000000	9	10	52.6315789	19	-3810.0000000	5210.0000000	1400.0000000	674
3	4	50	2.70	38	20	18	1	1678.4496957	1561.3549862	0.0202600	0.3622657	20.5060827	47.6885645	4110.0000000	1	1.1304059	-4110.0000000	9	9	4	5	26.1333333	0.8412322	-469.6875000	395.1162720	-1950.0000000	1500.0000000	32	43	57.3333333	75	-15030.0000000	16990.0000000	1960.0000000	665
1	4	55	2.25	26	14	5	1	1001.7543860	-943.3671478	-0.0093077	-1.8154505	-2.4705882	-35.2941176	3400.0000000	1	0.7094431	-3400.0000000	10	11	2	2	-75.0000000	0.9121412	-458.8888855	418.5714417	-1500.0000000	940.0000000	9	7	43.7500000	16	-4130.0000000	2930.0000000	-1200.0000000	661
3	1	15	2.85	16	18	9	1	396.5190638	3915.0389095	0.0377149	1.8068977	41.3822894	103.4557235	4630.0000000	1	1.2246717	-4630.0000000	11	10	5	7	55.0574713	1.4389892	-453.6170349	652.7500000	-2500.0000000	2570.0000000	47	40	45.9770115	87	-21320.0000000	26110.0000000	4790.0000000	658
1	6	55	0.90	31	4	9	1	-24.7346762	7803.0855082	0.0851881	5.9543340	103.4709677	313.5483871	3100.0000000	1	2.0958286	-3100.0000000	11	10	4	10	183.3962264	1.2066892	-466.8421021	563.3333130	-1190.0000000	2250.0000000	19	33	62.2641509	53	-8870.0000000	18590.0000000	9720.0000000	657
3	6	30	2.10	35	2	2	1	-345.4325469	-187.5117487	-0.0058415	-1.6306159	-0.6054280	-6.0542797	4790.0000000	1	0.9631980	-4790.0000000	10	10	6	4	-12.0833333	1.3484772	-562.8571167	759.0000000	-1850.0000000	2120.0000000	14	10	41.6666667	24	-7880.0000000	7590.0000000	-290.0000000	652
1	1	50	2.70	38	18	3	1	123.0179908	7325.0820066	0.0645297	5.3936055	77.3540146	286.4963504	2740.0000000	1	1.8059548	-2740.0000000	11	10	5	4	153.9215686	1.6052932	-405.8333435	651.4815063	-1650.0000000	1970.0000000	24	27	52.9411765	51	-9740.0000000	17590.0000000	7850.0000000	649
1	5	20	1.05	15	3	5	1	91.2918200	12250.4099993	0.1274591	7.0596027	156.0743100	294.4798301	4710.0000000	1	1.7501352	-4710.0000000	10	11	4	10	163.1764706	1.0236640	-596.4515991	610.5660400	-1850.0000000	2470.0000000	31	53	62.3529412	85	-18490.0000000	32360.0000000	13870.0000000	647
3	6	30	1.50	30	5	11	0	-10933.4335840	51.8503124	0.0012959	-1.6105914	0.4042553	1.0638298	6580.0000000	1	1.0043860	-6580.0000000	8	8	6	7	0.9459459	0.9515235	-443.3333435	421.8421021	-1660.0000000	2000.0000000	36	38	51.3513514	74	-15960.0000000	16030.0000000	70.0000000	646
3	2	40	1.50	32	5	14	0	-203.3957234	2750.1500646	0.0253936	0.9593198	26.7358916	74.2663657	4430.0000000	1	1.1706432	-4430.0000000	8	9	4	5	42.1794872	1.3332325	-470.2438965	626.9444580	-1630.0000000	2070.0000000	41	36	46.1538462	78	-19280.0000000	22570.0000000	3290.0000000	642
1	4	25	1.20	33	10	13	3	-638.7998983	193.5693978	0.0059193	-1.8883998	9.2000000	51.1111111	1350.0000000	1	1.2404181	-1350.0000000	2	2	4	4	20.9090909	1.0336818	-191.3333282	197.7777710	-820.0000000	1650.0000000	15	18	54.5454545	33	-2870.0000000	3560.0000000	690.0000000	640
2	5	5	1.80	17	11	13	3	387.7758913	363.1274951	0.0044195	-1.6351074	4.9732620	24.8663102	3740.0000000	1	1.1034483	-3740.0000000	6	6	6	5	19.3750000	1.4896552	-332.9629517	496.0000000	-1360.0000000	2390.0000000	27	20	41.6666667	48	-8990.0000000	9920.0000000	930.0000000	634
3	2	40	2.70	21	11	9	2	8.9044834	3703.9188711	0.0320369	2.1945584	33.7500000	135.0000000	3000.0000000	1	1.4331551	-3000.0000000	6	6	6	5	77.8846154	1.4904813	-359.6153870	536.0000000	-1000.0000000	1930.0000000	26	25	48.0769231	52	-9350.0000000	13400.0000000	4050.0000000	633
3	3	40	2.25	6	6	3	0	-582.6295624	1401.3017979	0.0168297	-0.2258610	21.4368000	27.8400000	6250.0000000	1	1.0479207	-6250.0000000	7	8	5	6	11.6778523	0.9798739	-504.3055420	494.1558533	-2670.0000000	2050.0000000	72	77	51.6778523	149	-36310.0000000	38050.0000000	1740.0000000	631
1	5	20	2.55	5	14	15	3	-274.3935927	2705.9278121	0.0212685	6.4882401	56.6153846	353.8461538	780.0000000	1	2.8775510	-780.0000000	1	3	3	4	98.5714286	2.1581633	-122.5000000	264.3750000	-330.0000000	660.0000000	12	16	57.1428571	28	-1470.0000000	4230.0000000	2760.0000000	621
2	5	55	2.10	22	14	6	1	-41.0976158	-3649.2889554	-0.0302931	-2.9197080	-0.8063910	-80.6390977	5320.0000000	1	0.1190965	-5320.0000000	10	10	5	1	-476.6666667	0.8336756	-695.7142944	580.0000000	-1800.0000000	580.0000000	7	1	11.1111111	9	-4870.0000000	580.0000000	-4290.0000000	615
1	4	35	1.35	12	5	19	1	130.2051467	3861.1043012	0.0377138	2.1908163	39.1793103	150.6896552	2900.0000000	1	1.4648936	-2900.0000000	11	11	5	5	91.0416667	1.1268412	-470.0000000	529.6153564	-1280.0000000	1610.0000000	20	26	54.1666667	48	-9400.0000000	13770.0000000	4370.0000000	614
1	6	10	2.25	18	11	15	2	-1602.8070175	120.5234792	0.0000000	0.0000000	0.6296296	62.9629630	270.0000000	1	100.0000000	-270.0000000	0	5	0	1	170.0000000	100.0000000	0.0000000	170.0000000	0.0000000	170.0000000	0	1	100.0000000	1	0.0000000	170.0000000	170.0000000	609
1	5	55	2.25	4	6	7	1	43.0936839	11010.3417234	0.0983491	7.2938331	121.8264151	435.0943396	2650.0000000	1	2.4539723	-2650.0000000	11	11	3	4	262.0454545	1.4022699	-495.6250000	695.0000000	-1340.0000000	1850.0000000	16	28	63.6363636	44	-7930.0000000	19460.0000000	11530.0000000	607
1	7	40	2.10	35	7	7	2	-68.3550052	4399.7706717	0.0391932	4.1581064	60.5940594	504.9504950	1010.0000000	1	6.0495050	-1010.0000000	3	4	2	6	340.0000000	1.5123763	-336.6666565	509.1666565	-460.0000000	1520.0000000	3	12	80.0000000	15	-1010.0000000	6110.0000000	5100.0000000	605
3	5	25	2.10	5	1	17	1	3260.5046864	376.3327786	0.0075383	-0.9299512	5.9655914	15.6989247	4650.0000000	1	1.0349449	-4650.0000000	10	10	10	10	9.6052632	0.9532388	-596.8571167	568.9473877	-2300.0000000	2230.0000000	35	38	50.0000000	76	-20890.0000000	21620.0000000	730.0000000	604
3	2	45	1.80	13	19	3	2	-338.0921053	1103.8324471	0.0175526	0.5222543	9.0114943	64.3678161	3480.0000000	1	1.4210526	-3480.0000000	6	6	4	4	86.1538462	1.2180451	-443.3333435	540.0000000	-1440.0000000	1630.0000000	12	14	53.8461538	26	-5320.0000000	7560.0000000	2240.0000000	603
3	3	10	2.70	12	15	17	1	1254.5781119	619.1736955	0.0088299	-0.5471775	2.6987952	16.8674699	4980.0000000	1	1.0908108	-4980.0000000	10	10	4	6	28.9655172	0.8862838	-711.5384521	630.6250000	-1620.0000000	1870.0000000	13	16	55.1724138	29	-9250.0000000	10090.0000000	840.0000000	601
